"","ParcelNumb","Address","lat","long"
"922","1-9-1-071-080-0032","91-1065 Oaniani ST, Kapolei, HI 96707",NA,NA
"923","1-4-3-012-042-0000","220 Kalaheo AVE, Kailua, HI 96734",NA,NA
"924","1-9-7-034-025-0000","798-2nd ST, Pearl City, HI 96782",NA,NA
"925","1-8-4-017-021-0002","84-713 A Hanalei ST, Waianae, HI 96792",NA,NA
"926","1-9-1-095-086-0000","91-1661 Orrick ST, Ewa Beach, HI 96706",NA,NA
"927","1-9-4-032-026-0001","94-296 Haaa ST, Waipahu, HI 96797",NA,NA
"928","1-9-1-056-005-0235","92-1089A Koio Drive, Kapolei, HI 96707",NA,NA
"929","1-9-1-137-025-0000","91-1041 Kai Oio ST, Ewa Beach, HI 96706",NA,NA
"930","1-9-1-133-104-0000","91-1023 Kai Kala ST, Ewa Beach, HI 96706",NA,NA
"931","1-9-1-158-130-0000","416 Kuehu ST, Kapolei, HI 96707",NA,NA
"932","1-4-7-061-054-0000","47-587 Halemanu ST, Kaneohe, HI 96744",NA,NA
"933","1-9-1-056-005-0006","92-1019N Koio Drive, Kapolei, HI 96707",NA,NA
"934","1-8-7-017-077-0000","87-1402 Farrington Highway, Waianae, HI 96792",NA,NA
"935","1-3-2-004-050-0002","1125-8th AVE, Honolulu, HI 96816",NA,NA
"936","1-4-4-019-057-0000","44-766 Kaneohe Bay Drive, Kaneohe, HI 96744",NA,NA
"937","1-9-1-158-106-0000","417 Kuupau ST, Kapolei, HI 96707",NA,NA
"938","1-9-1-012-075-0010","91-2105 Kaioli ST, Ewa Beach, HI 96706",NA,NA
"939","1-9-1-111-009-0000","91-1023 Kailoa ST, Ewa Beach, HI 96706",NA,NA
"940","1-9-2-019-044-0036","92-1125 Panana ST, Kapolei, HI 96707",NA,NA
"941","1-9-1-132-010-0035","91-2040 Kanela ST, Ewa Beach, HI 96706",NA,NA
"942","1-9-1-127-027-0000","91-1041 Kaihi ST, Ewa Beach, HI 96706",NA,NA
"943","1-4-7-004-027-0100","47-718 Hui Kelu ST, Kaneohe, HI 96744",NA,NA
"944","1-9-1-016-202-0011","91-1035 Kamaaha AVE, Kapolei, HI 96707",NA,NA
"945","1-9-5-069-012-0018","95-1007 Hoahui ST, Mililani, HI 96789",NA,NA
"946","1-9-2-021-034-0000","92-1169 Makamai Loop, Kapolei, HI 96707",NA,NA
"947","1-9-1-016-063-0043","91-1028 Kaiau AVE, Kapolei, HI 96707",NA,NA
"948","1-9-1-004-060-0000","91-953 Akaholo ST, Ewa Beach, HI 96706",NA,NA
"949","1-9-1-159-013-0000","91-1163 Waiemi ST, Ewa Beach, HI 96706",NA,NA
"950","1-9-4-120-068-0000","94-596 Kupuna Loop, Waipahu, HI 96797",NA,NA
"951","1-4-6-031-027-0125","46-1033 Emepela Way, Kaneohe, HI 96744",NA,NA
"952","1-8-4-012-004-0001","84-1026 Hana ST, Waianae, HI 96792",NA,NA
"953","1-9-8-034-112-0000","98-1056 Kaamilo ST, Aiea, HI 96701",NA,NA
"954","1-9-1-161-078-0000","91-1095 Pekau ST, Ewa Beach, HI 96706",NA,NA
"955","1-9-2-014-082-0000","92-320 Nohona PL, Kapolei, HI 96707",NA,NA
"956","1-9-4-060-024-0000","94-1403 Hiali PL, Waipahu, HI 96797",NA,NA
"957","1-9-1-154-051-0000","91-1097 Waiemi ST, Ewa Beach, HI 96706",NA,NA
"958","1-9-1-012-040-0122","91-2007 Kaioli ST, Ewa Beach, HI 96706",NA,NA
"959","1-9-1-064-094-0000","91-1147C Hamana ST, Ewa Beach, HI 96706",NA,NA
"960","1-9-1-061-018-0031","91-960 Puahala ST, Ewa Beach, HI 96706",NA,NA
"961","1-9-1-056-005-0234","92-1087F Koio Drive, Kapolei, HI 96707",NA,NA
"962","1-9-1-010-110-0008","91-546 Makalea ST, Ewa Beach, HI 96706",NA,NA
"963","1-9-1-113-093-0000","91-1430 Wahane ST, Kapolei, HI 96707",NA,NA
"964","1-4-5-068-031-0000","45-554 Keneke PL, Kaneohe, HI 96744",NA,NA
"965","1-8-4-002-049-0184","84-755 Ala Mahiku STs, Waianae, HI 96792",NA,NA
"966","1-9-2-008-054-0000","92-563 Akaula ST, Kapolei, HI 96707",NA,NA
"967","1-4-5-009-034-0000","45-219 Kanai PL, Kaneohe, HI 96744",NA,NA
"968","1-9-5-071-049-0000","95-218 Hoahiahi PL, Mililani, HI 96789",NA,NA
"969","1-9-5-069-001-0020","95-1010 Paea ST, Mililani, HI 96789",NA,NA
"970","1-9-1-039-068-0000","91-667 Kilinahe ST, Ewa Beach, HI 96706",NA,NA
"971","1-8-4-018-007-0015","84-510A Farrington Highway, Waianae, HI 96792",NA,NA
"972","1-4-3-027-049-0000","280 Kainalu Drive, Kailua, HI 96734",NA,NA
"973","1-9-1-138-117-0000","91-1045 Kai Weke ST, Ewa Beach, HI 96706",NA,NA
"974","1-3-2-005-023-0007","1139-9th AVE, Honolulu, HI 96816",NA,NA
"975","1-9-9-025-001-0000","99-615 Kaulainahee PL, Aiea, HI 96701",NA,NA
"976","1-4-5-009-021-0002","45-138H Waikalua RD, Kaneohe, HI 96744",NA,NA
"977","1-9-9-007-002-0013","99-1375 Aiea Heights Drive, Aiea, HI 96701",NA,NA
"978","1-9-2-012-108-0000","92-638 Auwaea ST, Kapolei, HI 96707",NA,NA
"979","1-9-4-133-098-0000","94-443 Hamau ST, Waipahu, HI 96797",NA,NA
"980","1-9-8-006-049-0000","98-233 Kaulike Drive, Pearl City, HI 96782",NA,NA
"981","1-9-1-010-106-0004","91-436 Makalea ST, Ewa Beach, HI 96706",NA,NA
"982","1-1-3-034-031-0001","1744 Kamohoalii ST, Honolulu, HI 96819",NA,NA
"983","1-3-4-002-009-0000","2056-10th AVE, Honolulu, HI 96816",NA,NA
"984","1-9-1-010-105-0008","91-422 Makalea ST, Ewa Beach, HI 96706",NA,NA
"985","1-9-4-134-137-0000","94-529 Palai ST, Waipahu, HI 96797",NA,NA
"986","1-9-1-033-032-0000","91-929 Ahona ST, Ewa Beach, HI 96706",NA,NA
"987","1-8-7-052-057-0000","87-308 Kowehe ST, Waianae, HI 96792",NA,NA
"988","1-4-4-016-014-0000","44-613 Kaneohe Bay Drive, Kaneohe, HI 96744",NA,NA
"989","1-4-4-022-030-0000","44-511 Kaneohe Bay Drive, Kaneohe, HI 96744",NA,NA
"990","1-9-1-016-201-0015","91-1039 Kamaaha AVE, Kapolei, HI 96707",NA,NA
"991","1-4-5-085-033-0006","45-641F Apapane ST, Kaneohe, HI 96744",NA,NA
"992","1-9-7-083-097-0000","1720 Komo Mai Drive, Pearl City, HI 96782",NA,NA
"993","1-3-2-046-057-0000","1010-22nd AVE, Honolulu, HI 96816",NA,NA
"994","1-9-7-076-001-0000","2565 Komo Mai Drive, Pearl City, HI 96782",NA,NA
"995","1-9-1-050-091-0155","91-1129 Puamaeole ST, Ewa Beach, HI 96706",NA,NA
"996","1-9-1-128-100-0000","91-1021 Kaiee ST, Ewa Beach, HI 96706",NA,NA
"997","1-9-9-070-024-0000","99-644 Hoio ST, Aiea, HI 96701",NA,NA
"998","1-9-2-019-021-0039","92-1321 Panana ST, Kapolei, HI 96707",NA,NA
"999","1-8-5-009-008-0000","85-234 Waianae Valley RD, Waianae, HI 96792",NA,NA
"1000","1-9-1-001-021-0007","91-642 Kilaha ST, Ewa Beach, HI 96706",NA,NA
"1001","1-9-1-010-072-0007","91-1034 Kamailio ST, Ewa Beach, HI 96706",NA,NA
"1002","1-9-1-010-083-0003","91-1864 Luahoana ST, Ewa Beach, HI 96706",NA,NA
"1003","1-9-4-125-086-0000","94-1480 Manao ST, Waipahu, HI 96797",NA,NA
"1004","1-9-1-155-050-0000","91-1793 Waiaama ST, Ewa Beach, HI 96706",NA,NA
"1005","1-4-7-055-129-0000","47-379 A Ahuimanu RD, Kaneohe, HI 96744",NA,NA
"1006","1-4-7-055-128-0000","47-379 Ahuimanu RD, Kaneohe, HI 96744",NA,NA
"1007","1-9-2-019-044-0003","92-1123 Panana ST, Kapolei, HI 96707",NA,NA
"1008","1-9-2-019-025-0047","92-1001 Makakilo Drive, Kapolei, HI 96707",NA,NA
"1009","1-9-2-016-042-0000","92-1007 Palailai PL, Kapolei, HI 96707",NA,NA
"1010","1-4-4-020-042-0000","44-734 Malulani ST, Kaneohe, HI 96744",NA,NA
"1011","1-9-5-002-030-0112","95-982 Wikao ST, Mililani, HI 96789",NA,NA
"1012","1-4-7-042-003-0000","802 kamakoi PL, Kaneohe, HI 96744",NA,NA
"1013","1-9-1-091-100-0000","91-1033 Wahinoho ST, Kapolei, HI 96707",NA,NA
"1014","1-3-2-048-066-0000","955-18th AVE, Honolulu, HI 96816",NA,NA
"1015","1-9-8-056-071-0000","98-1708 Kiawe ST, Aiea, HI 96701",NA,NA
"1016","1-9-2-011-025-0000","92-386 Akaula ST, Kapolei, HI 96707",NA,NA
"1017","1-9-1-056-004-0184","92-1196 Olani ST, Kapolei, HI 96707",NA,NA
"1018","1-9-2-047-106-0000","92-785 Welo ST, Kapolei, HI 96707",NA,NA
"1019","1-9-8-064-105-0000","98-2011 Hapaki ST, Aiea, HI 96701",NA,NA
"1020","1-9-4-007-012-0202","94-816E Lumiauau ST, Waipahu, HI 96797",NA,NA
"1021","1-9-1-067-053-0000","91-1027 Ahuua ST, Ewa Beach, HI 96706",NA,NA
"1022","1-9-8-059-023-0078","98-1276C HOOHIKI PL, Pearl City, HI 96782",NA,NA
"1023","1-9-4-055-041-0000","94-534 Loaa ST, Waipahu, HI 96797",NA,NA
"1024","1-9-1-132-010-0050","91-2208 Kanela ST, Ewa Beach, HI 96706",NA,NA
"1025","1-9-5-078-009-0018","95-1088 Kekahi ST, Mililani Mauka, HI 96789",NA,NA
"1026","1-9-1-001-011-0033","91-625 Kilaha ST, Ewa Beach, HI 96706",NA,NA
"1027","1-9-1-028-003-0000","91-701K Pohakupuna RD, Ewa Beach, HI 96706",NA,NA
"1028","1-9-1-003-068-0000","91-1041 Hanakahi ST, Ewa Beach, HI 96706",NA,NA
"1029","1-9-1-023-079-0000","91-271 Fort Weaver RD, Ewa Beach, HI 96706",NA,NA
"1030","1-8-6-025-085-0000","86-180 Moelua ST, Waianae, HI 96792",NA,NA
"1031","1-6-7-007-020-0002","67-278A Kukea Circle, Waialua, HI 96791",NA,NA
"1032","1-8-4-003-012-0000","84-1096 Lahilahi ST, Waianae, HI 96792",NA,NA
"1033","1-2-6-011-023-0005","1676 Ala Moana Boulevard, HONOLULU, HI 96815",NA,NA
"1034","1-9-1-046-032-0000","91-1675 Auwaha ST, Ewa Beach, HI 96706",NA,NA
"1035","1-9-4-026-158-0000","94-345 Paiwa ST, Waipahu, HI 96797",NA,NA
"1036","1-4-7-056-037-0000","47-603 Hui Ulili ST, Kaneohe, HI 96744",NA,NA
"1037","1-8-4-004-014-0064","84-965 Farrington Highway, Makaha, HI 96792",NA,NA
"1038","1-4-7-004-020-0101","47-348B Hui Iwa ST, Kaneohe, HI 96744",NA,NA
"1039","1-9-1-102-005-0029","91-1044 Leleoi ST, Ewa Beach, HI 96706",NA,NA
"1040","1-9-4-052-029-0000","94-599 Kipou ST, Waipahu, HI 96797",NA,NA
"1041","1-4-5-049-008-0000","45-463 Makalani ST, Kaneohe, HI 96744",NA,NA
"1042","1-9-5-051-022-0000","95-1023 Ahea ST, Mililani, HI 96789",NA,NA
"1043","1-4-5-009-008-0000","45-118 Waikalua RD, Kaneohe, HI 96744",NA,NA
"1044","1-9-1-061-026-0019","91-1219 Mikohu ST, Ewa Beach, HI 96706",NA,NA
"1045","1-4-1-010-062-0000","41-1200 Waikupanaha ST, Waimanalo, HI 96795",NA,NA
"1046","1-9-4-031-052-0000","94-185 HAAA ST, WAIPAHU, HI 96797",NA,NA
"1047","1-9-8-011-041-0057","98-904 Iho PL, Aiea, HI 96701",NA,NA
"1048","1-9-4-142-035-0000","94-1033 Aoku ST, Waipahu, HI 96797",NA,NA
"1049","1-9-8-045-076-0000","98-356 Puaalii ST, Aiea, HI 96701",NA,NA
"1050","1-9-8-045-007-0000","98-493 Puaalii ST, Aiea, HI 96701",NA,NA
"1051","1-9-1-124-019-0000","91-1109 Kaiko ST, Ewa Beach, HI 96706",NA,NA
"1052","1-9-4-096-030-0000","94-975 KUHAULUA ST, Waipahu, HI 96797",NA,NA
"1053","1-9-1-056-005-0106","92-1051D Koio Drive, Kapolei, HI 96707",NA,NA
"1054","1-9-1-105-108-0000","91-1059 Kanio ST, Kapolei, HI 96707",NA,NA
"1055","1-9-4-032-076-0000","94-235 Haaa ST, Waipahu, HI 96797",NA,NA
"1056","1-4-7-004-012-0081","47-391 1 Hui Iwa ST, Kaneohe, HI 96744",NA,NA
"1057","1-8-7-050-037-0000","87-1716 Wehiwehi STs, Waianae, HI 96792",NA,NA
"1058","1-9-1-142-140-0000","91-1023 Kai Lea ST, Ewa Beach, HI 96706",NA,NA
"1059","1-9-8-002-034-0034","98-1695 Kaahumanu ST, Aiea, HI 96701",NA,NA
"1060","1-9-4-138-003-0219","94-707 Meheula Parkway, Mililani, HI 96789",NA,NA
"1061","1-9-5-043-001-0000","95-1065 Makaunulau ST, Mililani, HI 96789",NA,NA
"1062","1-9-8-059-023-0012","98-1285C Hoohiki PL, Pearl City, HI 96782",NA,NA
"1063","1-8-6-022-057-0000","86-401 Kawili ST, Waianae, HI 96792",NA,NA
"1064","1-4-7-052-061-0000","47-430 Hui Nene ST, Kaneohe, HI 96744",NA,NA
"1065","1-3-9-008-062-0010","7182 Hawaii Kai Drive, Honolulu, HI 96825",NA,NA
"1066","1-4-3-029-002-0000","45 Kalaheo AVE, Kailua, HI 96734",NA,NA
"1067","1-5-5-011-054-0000","55  164A Naupaka ST, Laie, HI 96762",NA,NA
"1068","1-3-8-014-005-0000","5974 Kalanianaole Highway, Honolulu, HI 96821",NA,NA
"1069","1-9-8-059-001-0107","98-829 F Noelani ST, Pearl City, HI 96782",NA,NA
"1070","1-9-1-154-046-0000","91-1811 Waiaama ST, Ewa Beach, HI 96706",NA,NA
"1071","1-9-1-056-005-0204","92-1077F Koio Drive, Kapolei, HI 96707",NA,NA
"1072","1-3-3-005-048-0000","1340-10th AVE, Honolulu, HI 96816",NA,NA
"1073","1-5-9-002-034-0000","59-181D Ke Nui RD, Haleiwa, HI 96712",NA,NA
"1074","1-4-3-012-022-0000","210 Kalaheo AVE, Kailua, HI 96734",NA,NA
"1075","1-8-7-050-047-0000","87-1731 Wehiwehi ST, Waianae, HI 96792",NA,NA
"1076","1-4-2-093-013-0000","591 Keolu Drive, Kailua, HI 96734",NA,NA
"1077","1-2-4-017-037-0001","1052A Green ST, Honolulu, HI 96822",NA,NA
"1078","1-8-5-008-038-0036","85-933 Bayview ST, Waianae, HI 96792",NA,NA
"1079","1-3-3-035-012-0000","1819-10th AVE, Honolulu, HI 96816",NA,NA
"1080","1-8-7-052-053-0000","87-1681 Wehiwehi ST, Waianae, HI 96792",NA,NA
"1081","1-4-3-026-001-0000","303 Kalaheo AVE, Kailua, HI 96734",NA,NA
"1082","1-1-8-009-041-0000","2712 Pali Highway, Honolulu, HI 96817",NA,NA
"1083","1-9-1-001-007-0040","91-651 Kuilioloa PL, Ewa Beach, HI 96706",NA,NA
"1084","1-8-7-052-096-0000","87-1664 Wehiwehi ST, Waianae, HI 96792",NA,NA
"1085","1-9-5-002-004-0049","95-1339 Wikao ST, Mililani, HI 96789",NA,NA
"1086","1-9-2-019-060-0046","92-1089 Palahia ST, Kapolei, HI 96707",NA,NA
"1087","1-3-2-032-005-0000","713-12th AVE, Honolulu, HI 96816",NA,NA
"1088","1-4-4-012-064-0018","44-160 3 Kou PL, Kaneohe, HI 96744",NA,NA
"1089","1-9-8-044-006-0000","98-1049 Mahola PL, Aiea, HI 96701",NA,NA
"1090","1-9-1-010-111-0009","91-572 Makalea ST, Ewa Beach, HI 96706",NA,NA
"1091","1-9-1-110-044-0000","91-1006 Kailoa ST, Ewa Beach, HI 96706",NA,NA
"1092","1-9-1-001-021-0002","91-640 Kilaha ST, Ewa Beach, HI 96706",NA,NA
"1093","1-8-6-021-025-0000","86-905 Hale Ekahi Drive, Waianae, HI 96792",NA,NA
"1094","1-9-5-002-036-0082","95-1109 Wikao ST, MILILANI, HI 96789",NA,NA
"1095","1-9-4-115-040-0044","94-1431 Kulewa Loop, Waipahu, HI 96797",NA,NA
"1096","1-9-8-011-048-0019","98-697 Kaonohi ST, Aiea, HI 96701",NA,NA
"1097","1-9-5-049-009-0008","95-1041 Ainamakua Drive, Mililani, HI 96789",NA,NA
"1098","1-9-4-114-160-0000","94-539 Kupuna Loop, Waipahu, HI 96797",NA,NA
"1099","1-9-1-166-085-0000","91-1356 Kaileolea Drive, Ewa Beach, HI 96706",NA,NA
"1100","1-9-1-114-163-0011","91-1091 Kaileolea Drive, Ewa Beach, HI 96706",NA,NA
"1101","1-9-5-024-014-0000","95-744 Kipapa Drive, Mililani, HI 96789",NA,NA
"1102","1-3-3-040-014-0000","1628-10th AVE, Honolulu, HI 96816",NA,NA
"1103","1-4-5-047-089-0000","45-269 Ka Hanahou Circle, Kaneohe, HI 96744",NA,NA
"1104","1-9-2-006-136-0000","92-750 Paala Loop, Kapolei, HI 96707",NA,NA
"1105","1-4-7-055-129-0000","47-379A Ahuimanu RD, Kaneohe, HI 96744",NA,NA
"1106","1-9-1-127-069-0000","91-1023 Kaikohola ST, Ewa Beach, HI 96706",NA,NA
"1107","1-9-4-082-020-0000","94-386 Makapipipi ST, Mililani, HI 96789",NA,NA
"1108","1-9-1-156-025-0000","91-1184 Waiemi ST, Ewa Beach, HI 96706",NA,NA
"1109","1-4-5-020-052-0000","45-818 Luana PL, Kaneohe, HI 96744",NA,NA
"1110","1-9-1-124-079-0000","91-1073 Kaiko ST, Ewa Beach, HI 96706",NA,NA
"1111","1-9-1-117-122-0017","91-6550 Kapolei Parkway, Ewa Beach, HI 96706",NA,NA
"1112","1-4-5-036-027-0000","45-441 Kanaka ST, Kaneohe, HI 96744",NA,NA
"1113","1-9-5-002-023-0049","95-536 Wikao STs, Mililani, HI 96789",NA,NA
"1114","1-8-4-009-009-0000","84-311 Makau ST, Waianae, HI 96792",NA,NA
"1115","1-9-8-002-056-0037","98-1970 Kaahumanu ST, Pearl City, HI 96782",NA,NA
"1116","1-9-2-039-127-0000","92-1204 Pueonani ST, Kapolei, HI 96707",NA,NA
"1117","1-9-4-050-089-0000","94-1020 Hoainau ST, Waipahu, HI 96797",NA,NA
"1118","1-9-1-117-100-0000","91-1166 Kaiopua ST, Ewa Beach, HI 96706",NA,NA
"1119","1-9-8-011-050-0086","98-850 Kaonohi ST, Aiea, HI 96701",NA,NA
"1120","1-3-5-017-035-0101","1440-3 Hunakai ST, Honolulu, HI 96816",NA,NA
"1121","1-8-5-012-060-0000","85-838 Old Government RD, Waianae, HI 96792",NA,NA
"1122","1-9-1-061-003-0047","91-1058 Mikohu ST, Ewa Beach, HI 96706",NA,NA
"1123","1-9-9-009-091-0000","99-156B Holo PL, Aiea, HI 96701",NA,NA
"1124","1-4-7-045-034-0000","47-390 Mawaena ST, Kaneohe, HI 96744",NA,NA
"1125","1-8-7-050-040-0000","87-1702 Wehiwehi ST, Waianae, HI 96792",NA,NA
"1126","1-9-5-049-009-0028","95-1045 Ainamakua Drive, Mililani, HI 96789",NA,NA
"1127","1-9-1-010-083-0009","91-1840 Luahoana ST, Ewa Beach, HI 96706",NA,NA
"1128","1-4-3-043-010-0002","410A Manono ST, Kailua, HI 96734",NA,NA
"1129","1-6-1-004-089-0000","61-779 Papailoa RD, Haleiwa, HI 96712",NA,NA
"1130","1-9-1-065-067-0000","91-1043 Hamana ST, Ewa Beach, HI 96706",NA,NA
"1131","1-9-4-040-063-0000","94-434 Kahualei PL, Waipahu, HI 96797",NA,NA
"1132","1-3-3-011-076-0000","1348-17th AVE, Honolulu, HI 96816",NA,NA
"1133","1-9-5-093-022-0057","95-980 Ukuwai ST, Mililani, HI 96789",NA,NA
"1134","1-9-1-010-114-0001","91-624 Makalea ST, Ewa Beach, HI 96706",NA,NA
"1135","1-4-4-007-011-0003","44-295 Kaneohe Bay Drive, Kaneohe, HI 96744",NA,NA
"1136","1-3-8-002-036-0000","6015 B Kalanianaole Highway, Honolulu, HI 96821",NA,NA
"1137","1-4-3-074-014-0000","106 Kainalu Drive, Kailua, HI 96734",NA,NA
"1138","1-9-1-012-068-0029","91-2053 Kaioli ST, Ewa Beach, HI 96706",NA,NA
"1139","1-9-8-059-001-0091","98-817 Noelani ST, Pearl City, HI 96782",NA,NA
"1140","1-3-5-017-035-0081","4952-3 Kilauea AVE, Honolulu, HI 96816",NA,NA
"1141","1-9-5-002-030-0130","95-990 Wikao ST, Mililani, HI 96789",NA,NA
"1142","1-9-4-061-027-0000","94-236 Kiaha Loop, Mililani, HI 96789",NA,NA
"1143","1-9-1-040-095-0000","91  1072 KAUNOLU ST, EWA BEACH, HI 96706",NA,NA
"1144","1-4-7-004-034-0040","47-677 4 Hui Kelu ST, Kaneohe, HI 96744",NA,NA
"1145","1-9-1-030-022-0000","91-320 Pupu PL, Ewa Beach, HI 96706",NA,NA
"1146","1-4-7-004-020-0054","47-341 Hui Iwa ST, Kaneohe, HI 96744",NA,NA
"1147","1-9-4-029-110-0000","94-542 Awamoi ST, Waipahu, HI 96797",NA,NA
"1148","1-9-8-023-012-0000","98-891 Moanalua RD, Aiea, HI 96701",NA,NA
"1149","1-8-4-015-017-0001","84-804A Hanalei ST, Waianae, HI 96792",NA,NA
"1150","1-9-4-120-064-0000","94-584 Kupuna Loop, Waipahu, HI 96797",NA,NA
"1151","1-9-1-113-062-0000","91-1395 Wahane ST, Kapolei, HI 96707",NA,NA
"1152","1-9-1-132-010-0098","91-2164 Kanela ST, Ewa Beach, HI 96706",NA,NA
"1153","1-9-1-102-061-0002","91-1016B Hoomaka ST, Ewa Beach, HI 96706",NA,NA
"1154","1-9-4-029-083-0000","94-525 Awamoi ST, Waipahu, HI 96797",NA,NA
"1155","1-4-6-029-034-0000","46-476 Kuneki ST, Kaneohe, HI 96744",NA,NA
"1156","1-9-1-159-049-0000","91-1379 Kaiokia ST, Ewa Beach, HI 96706",NA,NA
"1157","1-9-4-007-012-0149","94-824 G Lumiauau ST, Waipahu, HI 96797",NA,NA
"1158","1-4-5-083-035-0000","45-623 Hinamoe Loop, Kaneohe, HI 96744",NA,NA
"1159","1-9-1-116-021-0006","91-770 Launahele ST, Ewa Beach, HI 96706",NA,NA
"1160","1-8-7-052-044-0000","87-321 Kowehe ST, Waianae, HI 96792",NA,NA
"1161","1-9-4-091-037-0000","94-540 Mahinahou ST, Mililani, HI 96789",NA,NA
"1162","1-4-4-035-018-0000","44-452 Kaneohe Bay Drive, Kaneohe, HI 96744",NA,NA
"1163","1-8-4-015-029-0000","84-808B Hanalei ST, Waianae, HI 96792",NA,NA
"1164","1-9-2-029-038-0000","92-7041 Kahea ST, Kapolei, HI 96707",NA,NA
"1165","1-9-1-136-023-0000","91-1243 Kuanoo ST, Ewa Beach, HI 96706",NA,NA
"1166","1-8-4-014-060-0000","84-918A Hana ST, Waianae, HI 96792",NA,NA
"1167","1-8-4-002-049-0032","85-757 Kiana Drive, Waianae, HI 96792",NA,NA
"1168","1-4-4-035-005-0000","44-390 Kaneohe Bay Drive, Kaneohe, HI 96744",NA,NA
"1169","1-4-7-004-030-0112","47-291B Hui Iwa ST, Kaneohe, HI 96744",NA,NA
"1170","1-8-4-021-062-0000","84-324 Makaha Valley RD, Waianae, HI 96792",NA,NA
"1171","1-9-5-033-150-0000","95-792 Maio ST, Mililani, HI 96789",NA,NA
"1172","1-9-1-010-107-0011","91-480 Makalea ST, Ewa Beach, HI 96706",NA,NA
"1173","1-4-5-075-032-0000","45-239 Lilipuna RD, Kaneohe, HI 96744",NA,NA
"1174","1-5-5-011-029-0000","55-119 Naupaka ST, Laie, HI 96762",NA,NA
"1175","1-3-4-003-002-0000","2197-10th AVE, Honolulu, HI 96816",NA,NA
"1176","1-1-3-009-029-0024","2236 Hiu Lane, Honolulu, HI 96819",NA,NA
"1177","1-3-2-055-036-0000","744-15th AVE, Honolulu, HI 96816",NA,NA
"1178","1-8-4-015-017-0002","84-804B Hanalei ST, Waianae, HI 96792",NA,NA
"1179","1-9-1-150-008-0000","91-206 Kuloihi PL, Ewa Beach, HI 96706",NA,NA
"1180","1-9-1-056-005-0229","92-1087A Koio Drive, Kapolei, HI 96707",NA,NA
"1181","1-9-2-019-044-0062","92-1137 Panana ST, Kapolei, HI 96707",NA,NA
"1182","1-9-1-102-063-0006","91-1009D Manaolana ST, Ewa Beach, HI 96706",NA,NA
"1183","1-9-1-002-105-0000","91-959 Ikulani ST, Ewa Beach, HI 96706",NA,NA
"1184","1-9-1-010-069-0004","91-1036 Komoaina ST, Ewa Beach, HI 96706",NA,NA
"1185","1-9-8-059-005-0042","98-537D Kamahao PL, Pearl City, HI 96782",NA,NA
"1186","1-9-4-075-055-0000","94-484 Alapoai ST, Mililani, HI 96789",NA,NA
"1187","1-9-1-056-014-0070","92-1509F Aliinui Drive, Kapolei, HI 96707",NA,NA
"1188","1-9-2-046-043-0000","92-659 Welo ST, Kapolei, HI 96707",NA,NA
"1189","1-4-3-016-022-0000","274 Kalaheo AVE, Kailua, HI 96734",NA,NA
"1190","1-4-2-093-017-0000","587 Keolu Drive, Kailua, HI 96734",NA,NA
"1191","1-4-7-004-034-0039","47-677 Hui Kelu ST, Kaneohe, HI 96744",NA,NA
"1192","1-9-1-092-136-0000","91-1029 Mamaka ST, Kapolei, HI 96707",NA,NA
"1193","1-9-4-146-003-0106","94-516 Kupuohi ST, Waipahu, HI 96797",NA,NA
"1194","1-9-8-059-001-0061","98-1414 Kaahumanu ST, Pearl City, HI 96782",NA,NA
"1195","1-1-9-008-023-0000","3896 Old Pali RD, Honolulu, HI 96817",NA,NA
"1196","1-9-8-011-050-0070","98-818 Kaonohi ST, Aiea, HI 96701",NA,NA
"1197","1-9-4-142-029-0000","94-1000 Mali ST, Waipahu, HI 96797",NA,NA
"1198","1-4-3-034-052-0000","249 Kainalu Drive, Kailua, HI 96734",NA,NA
"1199","1-4-3-013-003-0000","72 Kalaheo AVE, Kailua, HI 96734",NA,NA
"1200","1-3-3-011-059-0000","1324-17th AVE, Honolulu, HI 96816",NA,NA
"1201","1-8-4-016-036-0003","84-814B Farrington Highway, Waianae, HI 96792",NA,NA
"1202","1-3-3-004-149-0000","1239-7th AVE, Honolulu, HI 96816",NA,NA
"1203","1-9-4-115-007-0123","94-1177 Mopua Loop, Waipahu, HI 96797",NA,NA
"1204","1-5-6-010-132-0000","56-362 Peawini PL, Kahuku, HI 96731",NA,NA
"1205","1-9-1-010-109-0006","91-520 Makalea ST, Ewa Beach, HI 96706",NA,NA
"1206","1-9-4-007-012-0188","94-816A Lumiauau ST, Waipahu, HI 96797",NA,NA
"1207","1-9-1-045-088-0000","91-1703 Hoopio PL, Ewa Beach, HI 96706",NA,NA
"1208","1-4-5-021-008-0004","45-567 Keaahala RD, Kaneohe, HI 96744",NA,NA
"1209","1-3-7-011-054-0000","5846 Kalanianaole Highway, Honolulu, HI 96821",NA,NA
"1210","1-9-4-073-032-0000","94-434 Hokuili ST, Mililani, HI 96789",NA,NA
"1211","1-9-1-154-031-0000","91-1834 Waiaama ST, Ewa Beach, HI 96706",NA,NA
"1212","1-9-2-042-010-0000","92-516 Ohio ST, Kapolei, HI 96707",NA,NA
"1213","1-9-1-010-114-0007","91-636 Makalea ST, Ewa Beach, HI 96706",NA,NA
"1214","1-9-5-089-013-0000","95-1078 Keni ST, Mililani, HI 96789",NA,NA
"1215","1-9-2-019-032-0065","92-1038 Makakilo Drive, Kapolei, HI 96707",NA,NA
